Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Mateusz Cholewiak,184,78,"['Delantero', 'Mediocampista']",62,Left,2,55,58,57,61,52,58,56,49,60,58,82,83,71,60,63,70,76,77,68,58,55,52,56,43,55,59,58,59,57,8,7,5,10.0,13.0
Francisco Javier Delgado Rojano,181,76,"['Mediocampista', 'Defensor']",62,Right,3,55,30,50,56,29,59,38,32,46,59,74,74,64,53,77,43,59,67,52,31,62,59,49,40,36,43,57,55,60,14,10,7,8.0,12.0
Pione Sisto Ifolo Emirmija,171,64,"['Delantero', 'Mediocampista']",62,Right,4,62,64,50,65,63,65,66,66,62,63,70,65,80,42,86,60,60,65,57,64,44,45,50,55,62,52,30,49,48,12,6,12,11.0,11.0
Tareq Abdullah,170,64,"['Mediocampista', 'Defensor']",62,Right,3,52,30,36,55,20,56,45,31,57,57,65,67,57,60,86,28,61,62,63,29,61,61,52,53,37,47,65,64,60,14,9,9,10.0,5.0
Haroune Camara,187,81,"['Delantero', 'Mediocampista']",62,Right,3,42,62,53,54,52,61,54,45,42,53,88,81,70,57,67,58,84,72,82,53,42,23,63,55,58,49,15,18,11,5,14,6,10.0,15.0
Manuel Morillo León,182,70,"['Delantero', 'Mediocampista']",62,Right,3,47,63,53,59,57,67,41,38,45,65,76,76,69,58,68,63,58,46,45,57,50,17,61,53,57,48,16,18,20,13,10,13,9.0,14.0
Iker Almena Horcajo,176,67,"['Delantero', 'Mediocampista']",62,Left,3,57,57,35,59,36,63,47,32,52,62,75,73,75,57,75,55,47,55,48,52,31,22,58,59,47,45,27,23,20,15,8,11,10.0,7.0
Santiago Salle,182,75,"['Mediocampista', 'Defensor']",62,Right,3,62,53,62,61,47,63,61,46,54,58,61,67,58,64,58,65,72,56,72,47,61,54,63,57,51,58,56,60,61,5,12,12,14.0,12.0
Joe Cameron Pritchard,174,66,"['Defensor', 'Mediocampista']",62,Right,3,62,57,54,61,53,63,64,59,56,62,74,71,77,59,81,63,64,69,58,64,59,56,55,63,54,62,57,58,57,8,6,9,10.0,11.0
Martin Ens,187,74,"['Defensor', 'Mediocampista']",62,Right,3,41,35,61,64,35,55,39,41,59,57,61,65,61,61,56,52,67,67,63,40,61,60,42,48,46,52,61,63,60,14,8,13,13.0,12.0
杨泽翔 Yang Zexiang,182,75,"['Mediocampista', 'Defensor']",62,Right,2,60,55,60,55,52,60,58,49,54,55,66,68,59,56,66,57,69,66,67,52,68,59,60,54,45,53,53,63,57,14,14,7,7.0,11.0
Anton Kralj,164,60,"['Mediocampista', 'Defensor']",62,Left,2,59,34,37,53,26,62,50,29,47,63,73,70,80,56,81,38,40,69,33,31,56,59,45,48,32,58,55,59,61,8,8,10,5.0,15.0
Eros Maddy,177,71,"['Delantero', 'Mediocampista']",62,Right,3,54,57,32,51,47,64,53,43,49,65,88,84,79,60,72,61,55,52,50,50,35,22,52,56,51,55,24,28,24,7,9,11,13.0,12.0
Shaqai Forde,174,71,"['Delantero', 'Mediocampista']",62,Right,3,47,63,55,56,58,63,56,39,42,63,74,74,74,57,73,63,66,84,58,57,61,38,65,55,57,60,40,39,35,12,9,12,9.0,7.0
Salem Ali Al Hajri,183,74,"['Defensor', 'Mediocampista']",62,Right,3,58,62,35,50,49,35,57,57,61,55,59,58,66,43,69,55,71,38,68,62,34,52,40,58,60,65,64,12,12,12,9,14,0.0,0.0
Jack Daniel Kalichi Lahne,174,68,"['Delantero', 'Mediocampista']",62,Right,3,40,66,47,57,52,63,48,42,55,60,91,92,81,49,88,60,68,71,57,57,62,38,61,59,63,58,27,38,37,14,15,14,14.0,7.0
Ahmed Mostafa Taher,169,63,"['Delantero', 'Mediocampista']",62,Right,4,61,56,43,63,47,66,58,43,56,64,80,75,77,50,83,65,44,50,30,53,38,39,52,54,54,46,42,53,42,10,13,13,8.0,13.0
Diego de Pedro Marroquí,182,69,"['Defensor', 'Mediocampista']",62,Left,3,62,51,34,54,55,70,55,43,54,66,67,73,70,60,62,63,38,57,42,49,48,55,52,49,57,53,59,56,52,13,11,13,9.0,7.0
Bilal Njie,184,72,"['Delantero', 'Mediocampista']",62,Right,3,54,60,42,52,53,64,45,37,45,62,88,86,86,53,82,63,62,64,56,49,38,21,58,52,51,50,23,27,25,8,8,13,12.0,9.0
Julian Eitschberger,179,72,"['Delantero', 'Defensor']",62,Right,3,60,35,49,58,30,61,47,36,48,58,69,68,75,58,69,41,57,59,58,30,50,58,51,50,35,50,60,60,58,12,10,6,10.0,9.0
Cyril Bohui Zabou,180,74,"['Delantero', 'Mediocampista']",62,Right,4,51,55,55,63,63,67,64,42,57,66,77,81,82,51,65,55,68,62,57,48,32,46,60,59,41,60,40,30,31,7,9,13,14.0,8.0
Arijon Ibrahimović,176,69,"['Delantero', 'Mediocampista']",62,Right,3,55,60,57,59,65,68,64,55,46,68,68,63,72,52,76,65,56,47,48,61,48,24,61,59,60,57,19,23,28,12,12,10,10.0,8.0
Adrian Tobias Gantenbein,183,78,"['Mediocampista', 'Defensor']",62,Right,3,59,37,52,58,26,58,54,32,54,59,66,67,65,59,64,52,63,66,66,42,54,57,47,51,38,58,57,58,59,10,6,13,6.0,11.0
Saúl del Cerro García,185,75,"['Defensor', 'Mediocampista']",62,Left,3,43,52,55,70,42,54,48,41,68,66,47,52,57,56,53,56,59,69,66,55,66,55,49,53,48,51,53,68,62,10,9,7,9.0,12.0
Gregory Sloggett,188,75,"['Defensor', 'Mediocampista']",61,Right,3,52,47,50,62,41,59,57,54,60,59,38,38,50,61,52,57,53,78,68,57,64,60,57,59,52,59,58,60,57,7,15,14,13.0,12.0
Connor Joseph Jennings,183,72,"['Delantero', 'Mediocampista']",61,Right,3,58,62,57,56,57,59,51,42,45,59,70,68,69,61,68,60,66,64,61,59,57,39,60,58,62,58,43,54,40,6,8,14,14.0,6.0
Victor Karlsson,176,69,"['Delantero', 'Mediocampista']",61,Left,3,53,56,38,60,51,60,54,58,56,62,72,71,73,56,74,59,53,60,56,53,48,39,57,58,48,58,42,44,40,8,14,9,12.0,5.0
Michel Ndary Adopo,187,84,"['Defensor', 'Mediocampista']",61,Right,3,51,47,60,68,49,63,44,50,64,63,63,66,62,56,50,70,69,49,70,53,64,60,58,56,49,51,60,65,61,12,12,9,11.0,14.0
Martín Araya,181,68,"['Delantero', 'Mediocampista']",61,Left,3,56,51,51,65,52,62,55,51,62,57,71,74,73,53,69,63,65,57,61,55,51,46,56,61,56,55,45,52,45,11,8,9,7.0,13.0
Falah Waleed Juma Alsouri Aljneibi,179,65,"['Defensor', 'Mediocampista']",61,Right,3,41,40,49,59,39,53,37,35,58,56,66,67,62,57,75,55,61,82,69,42,60,60,51,56,43,55,56,59,57,13,5,12,11.0,10.0
Noah Dodeigne,186,73,"['Mediocampista', 'Defensor']",61,Left,3,50,20,66,58,23,32,47,26,53,40,73,69,63,58,72,33,81,58,60,21,50,56,49,46,40,42,60,64,62,8,13,6,11.0,8.0
Luca Stephenson,178,74,"['Defensor', 'Mediocampista']",61,Right,4,57,41,53,61,38,60,58,54,61,60,75,71,76,56,83,61,76,73,62,53,57,61,51,62,49,59,56,58,57,14,11,11,9.0,12.0
Sascha Risch,178,68,"['Defensor', 'Mediocampista']",61,Left,3,66,36,39,62,28,64,47,29,58,63,76,65,80,48,75,39,50,72,49,50,62,53,49,58,32,44,49,59,62,6,14,8,7.0,14.0
Abdulaziz Saeed N Al Shahrani,175,74,"['Delantero', 'Mediocampista']",61,Right,3,59,61,47,61,44,67,47,54,60,60,73,77,72,62,76,57,59,68,57,54,48,28,66,56,53,51,30,33,34,10,6,15,13.0,14.0
Thaddäus-Monju Momuluh,181,73,"['Delantero', 'Mediocampista']",61,Right,3,52,63,41,61,45,68,47,39,47,64,76,82,73,46,65,71,54,47,53,47,33,16,55,53,59,52,25,31,27,13,5,7,7.0,11.0
Abdulaziz Majrashi,173,63,"['Defensor', 'Mediocampista']",61,Right,1,44,25,46,61,34,60,39,35,58,60,61,53,70,57,75,48,66,67,63,33,60,57,55,51,42,48,59,60,65,15,8,10,8.0,11.0
Kevin Anthony Álvarez Mendoza,172,75,"['Delantero', 'Mediocampista']",61,Right,3,56,55,61,63,45,59,54,43,56,61,64,67,67,56,65,62,67,67,60,50,60,57,59,55,45,60,57,63,63,6,10,8,12.0,13.0
Tate Schmitt,180,73,"['Mediocampista', 'Defensor']",61,Left,2,61,59,54,55,54,65,57,43,36,67,65,71,66,62,63,69,65,68,70,62,56,49,63,55,54,56,54,57,55,11,10,5,14.0,7.0
Tim Rossmann,177,74,"['Delantero', 'Mediocampista']",61,Left,3,53,60,43,61,58,69,57,36,45,67,79,88,77,59,76,62,58,55,56,56,30,19,59,45,44,49,22,31,27,10,13,10,15.0,13.0
Jun-Hyeok Choi,187,88,"['Defensor', 'Mediocampista']",61,Right,3,54,43,61,59,40,55,49,44,58,60,62,63,64,56,61,65,77,64,81,62,53,63,35,57,56,55,63,60,56,11,6,10,12.0,10.0
Јан-Карло Симић Jan-Carlo Simić,186,77,"['Mediocampista', 'Defensor']",61,Right,3,26,31,56,58,30,28,27,21,36,54,58,64,49,64,58,28,63,59,65,21,56,67,34,34,28,42,58,63,58,11,11,13,12.0,13.0
Conor Michael Grant,178,74,"['Delantero', 'Mediocampista']",61,Right,3,51,53,47,64,43,62,49,44,61,60,78,75,75,58,76,55,59,66,52,54,53,54,59,61,55,59,53,60,57,10,14,8,10.0,9.0
Ronald Elkin Perlaza Bravo,182,68,"['Defensor', 'Mediocampista']",61,Left,3,57,52,35,59,49,66,45,32,57,60,79,76,73,52,72,62,45,60,44,54,42,43,54,48,52,50,46,56,52,12,13,9,12.0,9.0
Lorenzo Libutti,180,73,"['Mediocampista', 'Defensor']",61,Right,2,58,30,45,56,32,57,41,30,50,45,64,62,59,55,65,35,54,64,55,28,60,62,56,45,35,50,60,64,64,9,6,10,14.0,11.0
Hakeeb Adeola Jerome Adelakun,189,75,"['Delantero', 'Mediocampista']",61,Right,3,59,58,29,55,42,62,59,55,48,59,73,79,69,55,66,74,59,64,71,55,32,17,58,56,56,58,27,18,15,16,7,13,11.0,10.0
Yousef Sami Al-Mozairib Al-Shammari,177,60,"['Defensor', 'Delantero', 'Mediocampista']",61,Right,3,44,58,58,52,46,62,42,49,45,65,72,74,68,57,65,52,79,83,65,53,39,38,59,54,56,55,45,38,41,8,12,10,13.0,7.0
Ebeguowen Owen Otasowie,191,91,"['Defensor', 'Mediocampista']",61,Right,3,44,43,58,64,38,63,40,51,61,62,53,68,51,52,38,50,70,60,80,47,63,53,54,58,43,54,52,63,63,6,13,13,6.0,14.0
Ryan O'Kane,172,59,"['Delantero', 'Mediocampista']",61,Right,3,55,57,38,57,42,65,54,50,47,60,75,70,75,52,79,58,41,61,34,53,51,24,58,57,52,55,29,44,26,11,12,14,10.0,6.0
Tobias Eisenhuth,183,83,"['Defensor', 'Mediocampista']",61,Right,3,58,38,56,65,35,56,40,56,62,55,57,56,52,53,57,58,67,53,73,50,61,52,36,60,43,50,62,65,60,14,11,14,11.0,5.0
Sadibou Sané,182,77,"['Mediocampista', 'Defensor']",61,Right,3,34,25,64,37,33,34,35,31,36,37,62,66,42,54,58,47,70,57,70,31,56,62,24,30,43,43,55,68,69,13,8,11,8.0,5.0
Kevin Höög-Jansson,189,81,"['Mediocampista', 'Defensor']",61,Left,3,45,31,57,65,36,60,35,38,60,62,54,58,49,52,46,60,67,64,75,54,62,60,48,63,40,53,56,63,57,11,11,8,11.0,14.0
Mohamed Mezghrani,178,63,"['Defensor', 'Mediocampista']",61,Right,3,59,56,57,57,37,57,61,40,55,61,79,77,59,62,75,48,73,67,64,60,63,55,55,49,41,63,58,61,58,8,11,14,13.0,9.0
Cheol-Woo Park,176,70,"['Mediocampista', 'Defensor']",61,Left,3,58,39,35,43,42,63,42,33,37,55,60,71,62,59,66,48,40,73,45,41,57,62,60,47,35,57,56,62,56,7,9,12,12.0,8.0
Sidi Guessor Sané,187,76,"['Delantero', 'Mediocampista']",61,Right,3,59,59,55,59,55,68,56,58,53,64,67,69,68,58,58,62,66,52,64,47,39,41,57,55,58,54,40,44,42,14,10,9,9.0,6.0
Christian Senneville,171,69,"['Mediocampista', 'Defensor']",61,Right,3,59,49,52,63,32,56,39,48,57,63,62,52,58,63,78,52,50,51,46,48,60,59,53,59,44,62,57,62,57,7,10,11,7.0,15.0
Shilow Ethan Tracey,179,76,"['Delantero', 'Mediocampista']",61,Right,2,59,55,43,56,32,63,59,42,45,60,82,90,77,50,63,57,63,51,60,54,48,40,52,55,50,57,46,41,40,9,10,8,14.0,13.0
Adam Major,170,65,"['Defensor', 'Delantero', 'Mediocampista']",61,Left,3,55,58,47,54,49,65,61,41,42,61,75,78,85,54,85,57,53,73,48,53,39,31,57,51,60,68,35,38,30,11,15,8,11.0,11.0
Mayer Méndez,174,66,"['Delantero', 'Mediocampista']",61,Right,3,46,49,56,69,49,61,44,44,63,58,76,74,67,64,75,58,72,66,64,49,68,51,62,55,48,52,46,62,58,11,11,10,13.0,13.0
Luis Henrique Hoffmann,178,70,"['Delantero', 'Mediocampista']",61,Right,2,56,51,37,57,53,68,50,43,50,67,68,70,74,47,65,49,44,58,49,53,40,21,59,57,47,54,24,29,27,10,7,6,8.0,8.0
Martial Godo,169,61,"['Delantero', 'Mediocampista']",61,Right,4,58,58,46,60,59,60,56,47,48,60,79,66,75,55,78,58,50,58,40,55,53,30,60,58,52,57,31,28,30,5,7,11,12.0,14.0
Adel Mahamoud,178,68,"['Delantero', 'Mediocampista']",61,Right,3,52,62,29,53,63,72,56,38,42,69,71,73,81,47,79,58,38,42,37,59,30,15,56,54,49,65,18,12,12,9,9,6,10.0,15.0
Francesco Angel Flores Ayo,168,68,"['Delantero', 'Mediocampista']",61,Right,3,39,61,37,63,49,65,52,55,61,61,68,67,61,45,84,62,38,58,39,65,48,29,46,68,61,51,38,37,41,13,14,6,10.0,6.0
Mohamed Al-Taay,173,74,"['Defensor', 'Mediocampista']",61,Right,3,48,42,49,61,22,53,25,27,55,59,74,71,76,53,81,69,66,65,69,39,75,57,48,53,39,53,55,64,65,12,12,10,13.0,6.0
Steffen Meuer,186,77,"['Delantero', 'Mediocampista']",61,Left,4,56,62,46,60,55,65,48,44,40,63,66,68,68,49,73,61,63,62,71,60,55,31,61,56,52,55,33,30,27,9,5,11,14.0,11.0
Bobby-Emmanuel Kamwa,183,80,"['Delantero', 'Mediocampista']",61,Right,3,52,59,59,57,54,60,44,44,51,58,83,84,66,57,68,60,76,66,66,52,62,21,58,54,54,55,24,27,23,11,13,10,6.0,8.0
Ryan Duncan,185,67,"['Delantero', 'Mediocampista']",61,Left,3,53,54,54,60,45,62,64,40,52,65,70,84,75,59,79,63,61,70,58,57,40,30,53,62,45,55,38,40,37,8,10,9,6.0,6.0
Joshua William Grant,183,78,"['Mediocampista', 'Defensor']",61,Right,3,48,47,59,60,34,55,48,32,58,58,58,53,52,56,63,55,80,54,76,47,64,55,51,49,51,52,59,61,56,8,9,10,6.0,12.0
Nathan Bitumazala,178,67,"['Mediocampista', 'Defensor']",61,Right,3,51,39,54,67,38,62,52,41,60,67,62,60,62,58,71,53,58,38,55,36,68,62,41,49,45,53,59,64,60,7,14,14,11.0,11.0
Donny Bogicevic,186,80,"['Delantero', 'Mediocampista']",61,Right,4,47,57,42,63,50,62,43,40,52,65,63,63,59,60,54,62,53,52,61,54,52,27,59,59,47,49,32,27,26,12,12,15,10.0,11.0
Jonathan Jack Muldoon,178,69,"['Delantero', 'Mediocampista']",61,Right,2,50,60,58,55,55,60,53,49,49,61,78,79,73,60,71,63,72,83,61,59,46,15,59,52,63,58,20,22,16,8,10,7,7.0,12.0
Brian Emo Agbor,180,65,"['Mediocampista', 'Defensor']",61,Right,2,39,38,48,64,35,55,38,29,57,57,70,78,70,54,65,48,65,67,73,37,79,57,38,39,37,41,54,63,62,7,15,12,10.0,11.0
Hussain Hassan Mushaib Al Zabdani,178,64,"['Mediocampista', 'Defensor']",61,Right,3,50,26,49,53,24,55,29,28,51,55,72,70,58,58,56,35,64,65,65,29,55,59,48,48,37,52,57,60,61,8,9,14,12.0,13.0
Harry John Anderson,179,71,"['Delantero', 'Defensor']",61,Right,3,58,53,57,58,52,61,44,53,52,57,84,83,79,56,79,55,80,78,71,56,69,47,54,54,56,52,49,49,53,15,15,10,11.0,14.0
Dario Ulrich,173,72,"['Defensor', 'Mediocampista']",61,Right,3,57,59,51,56,47,65,42,39,54,62,66,68,67,55,69,57,52,58,49,48,42,53,60,61,59,57,62,60,58,10,7,14,7.0,6.0
Ali Al Zaqan,176,75,"['Defensor', 'Mediocampista']",61,Right,4,56,58,55,55,51,63,61,58,51,62,79,80,77,52,69,72,73,60,67,66,39,31,60,50,51,58,34,30,28,14,15,9,12.0,10.0
Ayman Aourir,172,62,"['Delantero', 'Mediocampista']",61,Right,4,56,54,44,60,56,65,59,57,58,65,64,67,79,55,80,60,37,50,33,47,43,30,57,60,58,60,42,48,47,7,15,15,10.0,15.0
Łukasz Wolsztyński,183,73,"['Delantero', 'Mediocampista']",61,Right,4,59,59,58,62,55,62,58,48,57,63,58,66,67,59,69,63,68,48,74,63,53,34,59,62,50,63,48,31,35,6,10,15,13.0,12.0
Dennis Gjengaar,177,75,"['Defensor', 'Delantero', 'Mediocampista']",61,Right,3,55,56,44,54,40,58,56,30,40,60,85,83,80,53,80,48,64,69,60,44,55,52,56,52,37,52,50,53,51,13,8,11,14.0,9.0
Islam Ahmed Hawsawi,170,60,"['Mediocampista', 'Defensor']",61,Left,2,55,24,47,59,22,59,33,35,54,57,87,85,70,54,71,31,62,60,50,28,53,53,47,49,32,41,51,58,57,10,12,13,14.0,9.0
Maurice Krattenmacher,180,75,"['Delantero', 'Mediocampista']",61,Right,5,36,66,38,61,60,63,59,40,44,63,80,70,84,59,83,62,57,64,55,63,39,31,59,55,55,52,35,29,32,12,12,10,8.0,11.0
Deandre Kerr,180,71,"['Delantero', 'Mediocampista']",61,Right,5,46,60,60,61,54,63,48,36,48,58,78,78,64,51,64,62,83,68,79,60,50,44,55,50,52,51,40,52,45,15,12,9,7.0,9.0
Todor Todoroski,180,70,"['Mediocampista', 'Defensor']",61,Right,2,58,21,39,55,30,54,54,60,52,53,74,72,62,55,68,55,51,66,51,38,61,58,55,56,46,51,60,59,58,6,7,5,12.0,6.0
Cristian Rómulo Ojeda,168,59,"['Delantero', 'Mediocampista']",61,Left,2,58,54,44,56,50,66,54,40,54,64,70,68,70,54,77,58,41,51,41,54,29,21,54,56,64,62,40,32,28,6,6,12,7.0,5.0
José Ricardo Gomes de Sousa,179,70,"['Defensor', 'Mediocampista']",61,Right,3,47,37,54,62,38,55,48,52,59,57,58,55,48,49,63,57,61,66,65,45,61,61,42,56,56,54,60,66,61,13,14,10,14.0,14.0
Sebastián Sánchez,174,76,"['Defensor', 'Mediocampista']",61,Right,3,47,35,60,62,32,57,46,42,61,59,70,62,55,59,76,58,70,68,65,45,68,55,32,57,42,46,57,61,62,5,5,11,9.0,9.0
Ellis Carlo Iandolo,186,80,"['Mediocampista', 'Defensor']",61,Left,3,57,54,53,59,34,59,55,54,57,56,71,73,72,57,70,50,68,72,69,56,76,55,54,60,57,55,53,58,56,9,6,10,14.0,9.0
Keith Buckley,180,71,"['Defensor', 'Mediocampista']",61,Right,3,57,51,55,57,52,56,55,53,56,57,51,44,60,56,66,59,59,76,62,55,73,59,57,58,57,56,58,61,58,7,8,10,8.0,9.0
Facundo Benjamín Schamine,178,77,"['Delantero', 'Mediocampista']",61,Right,3,52,47,51,66,50,62,60,51,64,67,54,62,48,61,66,51,55,43,58,46,43,50,65,64,60,57,38,50,52,14,12,11,5.0,14.0
Gustav Ørsøe Christensen,178,72,"['Delantero', 'Mediocampista']",61,Right,2,58,63,53,59,55,67,60,47,45,65,70,75,68,54,72,59,57,62,51,63,33,25,57,53,55,53,25,20,20,13,13,10,7.0,11.0
Azer Bušuladžić,187,77,"['Defensor', 'Mediocampista']",61,Right,3,54,55,59,61,55,58,52,56,59,60,64,62,68,58,70,62,68,65,70,57,72,60,48,56,55,62,61,56,55,14,7,15,15.0,14.0
Callum Henry McManaman,175,73,"['Delantero', 'Mediocampista']",61,Right,4,57,55,36,60,55,63,51,54,51,62,64,69,80,56,72,63,51,54,60,56,71,29,61,60,59,58,30,21,24,10,13,15,14.0,10.0
Jayden Fevrier,175,71,"['Defensor', 'Mediocampista']",61,Left,3,63,49,39,49,45,70,55,52,40,59,78,75,77,54,76,55,70,70,81,52,58,49,49,59,49,59,49,49,47,8,9,15,13.0,7.0
Liam Shephard,178,67,"['Mediocampista', 'Defensor']",61,Right,4,59,47,55,58,34,59,56,49,56,57,74,70,73,53,77,52,67,75,59,49,54,53,54,55,48,58,56,57,55,8,13,9,8.0,8.0
Phoenix Patterson,178,70,"['Defensor', 'Mediocampista']",61,Left,3,56,50,52,65,52,61,59,54,58,59,80,83,67,56,77,64,59,38,45,52,53,38,52,58,60,63,47,46,45,10,12,10,8.0,9.0
Kaloyan Kalinov Kostadinov,178,66,"['Delantero', 'Mediocampista']",61,Left,4,54,51,48,62,48,63,56,50,60,64,67,66,74,56,74,59,52,67,51,58,51,54,60,62,46,64,50,53,51,15,11,7,12.0,8.0
Johan Karlsson,172,68,"['Mediocampista', 'Defensor']",61,Right,3,54,41,45,60,36,58,42,38,57,61,69,67,72,58,75,52,56,71,58,36,53,57,51,55,36,55,55,57,56,14,13,9,11.0,13.0
申昶武 Chang-Moo Shin,170,67,"['Delantero', 'Mediocampista']",61,Left,3,47,55,41,59,50,58,58,60,57,63,67,64,72,58,86,60,54,75,61,62,61,56,59,64,53,58,45,36,35,6,10,15,11.0,15.0
Kjell Dennis Collander,178,70,"['Delantero', 'Mediocampista']",61,Right,3,55,51,42,63,36,62,46,42,55,64,72,72,80,63,80,50,59,72,66,47,72,58,54,55,46,60,56,62,56,8,9,8,10.0,7.0
Fabio Tavares,180,70,"['Delantero', 'Mediocampista']",61,Right,2,37,65,44,54,55,63,52,50,40,57,82,87,70,59,74,60,58,66,53,57,44,19,62,51,56,58,32,19,20,9,9,5,12.0,5.0
Yann Mabella,182,78,"['Delantero', 'Mediocampista']",61,Right,2,41,64,54,53,46,60,45,36,34,58,69,76,70,59,68,61,65,55,68,59,70,19,61,53,62,63,15,13,21,11,11,6,14.0,11.0
Agustín Javier Rodríguez,170,62,"['Delantero', 'Mediocampista']",61,Right,3,52,44,33,66,46,65,46,50,63,65,73,63,74,56,68,44,38,54,34,34,44,29,57,62,50,55,41,46,49,7,15,5,9.0,5.0
Filip Twardzik,186,88,"['Mediocampista', 'Defensor']",61,Left,2,62,51,66,64,30,58,48,55,63,60,58,53,56,53,53,66,73,53,75,61,68,62,57,68,70,49,60,62,60,9,8,13,13.0,16.0
Julen Jon Guerrero Landabaso,186,69,"['Delantero', 'Mediocampista']",61,Left,3,39,56,66,66,50,59,34,40,63,60,72,68,61,64,59,55,74,56,64,58,61,36,59,58,42,42,30,42,45,10,10,10,14.0,9.0
Lachlan Rose,176,65,"['Delantero', 'Mediocampista']",61,Right,3,54,59,59,54,54,57,55,47,47,57,83,77,78,62,72,60,73,75,59,59,62,49,62,54,51,57,41,48,44,12,8,9,14.0,7.0
Dion Rankine,165,63,"['Delantero', 'Defensor']",61,Right,3,56,48,46,59,54,66,65,50,55,61,90,88,83,46,68,47,53,66,35,51,42,48,55,54,53,64,57,60,51,10,13,9,10.0,6.0
Kang-Hyeon Lee,181,76,"['Defensor', 'Mediocampista']",61,Right,3,36,30,48,61,32,51,47,35,56,60,64,59,61,50,62,49,63,76,71,51,69,63,46,46,38,53,58,59,56,9,7,11,10.0,6.0
Martín Tejón Fauli,165,60,"['Delantero', 'Mediocampista']",61,Right,3,47,59,49,68,59,62,51,45,63,61,61,63,71,47,63,61,48,61,49,63,47,31,57,61,49,57,39,41,43,9,7,8,14.0,11.0
Dane James Ingham,186,73,"['Mediocampista', 'Defensor']",61,Right,3,58,44,47,57,42,61,56,41,49,58,78,86,72,57,76,52,71,71,74,46,63,53,56,56,42,57,50,55,54,14,12,6,12.0,8.0
Jan Martin Hoel Andersen,187,75,"['Delantero', 'Mediocampista']",61,Right,4,50,61,60,61,45,61,46,45,55,63,66,65,59,56,75,61,74,60,75,55,58,39,61,56,54,63,38,48,46,9,14,7,7.0,8.0
Omari Forson,179,67,"['Delantero', 'Mediocampista']",61,Left,4,51,58,35,57,52,64,68,47,50,62,75,70,78,55,65,72,50,57,52,58,40,31,61,60,52,63,29,34,24,7,6,9,11.0,8.0
Thomas Boakye,172,74,"['Defensor', 'Mediocampista']",61,Right,3,54,43,42,56,50,61,51,43,53,60,80,83,75,52,74,54,61,69,61,36,57,56,62,56,43,58,60,57,56,6,5,6,13.0,8.0
Pablo Sáenz Ezquerra,175,70,"['Delantero', 'Mediocampista']",61,Left,3,39,64,61,57,57,61,40,32,34,62,74,69,69,54,79,60,66,54,52,53,50,15,65,49,59,49,19,17,16,12,11,7,14.0,7.0
André Seruca de Oliveira,191,78,"['Defensor', 'Mediocampista']",61,Right,2,39,30,62,59,34,54,40,32,57,58,52,57,41,57,43,52,71,65,78,31,51,61,40,45,48,54,60,63,62,9,14,14,14.0,15.0
胡靖航 Hu Jinghang,183,75,"['Delantero', 'Mediocampista']",61,Right,3,40,54,62,58,60,60,45,42,51,55,78,77,74,59,64,62,81,70,74,57,60,42,59,64,56,58,34,23,20,13,14,5,15.0,11.0
Lassina Sangaré,184,77,"['Defensor', 'Mediocampista']",61,Right,3,50,50,57,67,40,61,45,49,63,63,67,61,59,58,59,54,67,55,67,48,61,57,51,62,43,58,54,62,62,8,6,13,15.0,10.0
Emmanuel Junior Biumla Bayiha,185,75,"['Mediocampista', 'Defensor']",61,Right,3,38,46,58,62,35,53,36,33,55,55,52,59,43,56,51,46,60,63,60,37,60,60,44,52,45,54,61,67,59,13,8,11,11.0,13.0
Daryl Jeremiah Horgan,170,70,"['Delantero', 'Mediocampista']",61,Right,3,59,53,50,60,54,60,64,63,57,61,81,80,90,57,90,61,66,58,55,56,55,38,59,60,59,61,45,26,20,7,13,15,12.0,7.0
Oliver Johansen Braude,166,60,"['Mediocampista', 'Defensor']",61,Right,3,57,41,51,68,41,58,43,42,68,62,65,60,66,57,61,57,52,76,49,43,61,53,57,54,52,57,51,54,58,11,12,14,14.0,11.0
Telmo Emanuel Gomes Arcanjo,180,79,"['Delantero', 'Mediocampista']",61,Left,3,53,51,43,63,50,65,51,51,63,65,68,69,60,60,62,59,55,34,61,39,44,35,49,65,60,63,40,36,42,7,10,6,15.0,7.0
Bjørn Martin Kristensen,183,70,"['Delantero', 'Mediocampista']",61,Left,5,39,62,56,54,56,62,52,49,39,63,80,80,78,51,82,60,72,64,62,56,69,25,62,46,54,57,22,24,22,8,6,9,15.0,10.0
Herman Hammy Geelmuyden,175,68,"['Delantero', 'Mediocampista']",61,Left,3,48,59,51,58,45,64,55,54,55,64,78,76,90,56,83,55,53,62,40,50,40,36,58,58,57,60,30,23,25,13,15,9,13.0,6.0
Ted-Jonathan Tattermusch,194,89,"['Delantero', 'Defensor']",61,Right,3,44,58,64,58,52,57,50,36,34,60,65,65,66,62,58,64,76,64,76,53,60,49,58,49,52,50,43,55,43,13,7,12,11.0,11.0
